ano,sequencial_candidato,nome,uf,partido,quantidade_doacoes,quantidade_doadores,total_receita,media_receita,recursos_de_outros_candidatos.comites,recursos_de_pessoas_fisicas,recursos_de_pessoas_juridicas,recursos_proprios,recursos_de_partido_politico,quantidade_despesas,quantidade_fornecedores,total_despesa,media_despesa,cargo,sexo,grau,estado_civil,ocupacao,votos,total
2006,10363,GERALDO MAGELA PEREIRA,DF,PT,251,230,442078.98,1761.27,0,161670,242500,37908.98,0,602,432,442449.23,734.97,DEPUTADO FEDERAL,MASCULINO,ENSINO M<c3><89>DIO COMPLETO,CASADO(A),BANC<c3><81>RIO E ECONOMI<c3><81>RIO,87649,1330618.43
2006,10364,WASNY NAKLE DE ROURE,DF,PT,44,36,124854.05,2837.59,0,78520.05,1e4,36334,0,71,60,95683.55,1347.66,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),DEPUTADO,52502,349787.9
2006,10365,IVAN POGGETTI,RS,PDT,17,16,10838.58,637.56,0,2770,4728,3340.58,0,36,30,10030.49,278.62,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),SERVIDOR P<c3><9a>BLICO ESTADUAL,1764,32722.83
2006,10365,ODETINO PEREIRA DIAS,DF,PT,8,8,3463,432.88,0,660,0,2803,0,11,11,3182.23,289.29,DEPUTADO FEDERAL,MASCULINO,ENSINO M<c3><89>DIO COMPLETO,SOLTEIRO(A),VIGILANTE,1406,10868.400000000001
2006,10366,JOAO DIAS VIEIRA,RO,PSDC,1,1,400,400,0,400,0,0,0,1,1,400,400,DEPUTADO FEDERAL,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),COMERCIANTE,1069,2004
2006,10366,JOSE AMARO HILGERT,RS,PDT,11,11,7118.02,647.09,0,400,0,6718.02,0,91,59,6839.87,75.16,DEPUTADO FEDERAL,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),BANC<c3><81>RIO E ECONOMI<c3><81>RIO,1691,21970.16
2006,10366,JOSE PETAN TOLEDO PIZZA,MT,PTB,4,4,14731,3682.75,0,0,0,5e3,9731,8,8,4999.92,624.99,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),ADVOGADO,756,38793.66
2006,10366,MARIA LAURA SALES PINHEIRO,DF,PT,134,118,41009,306.04,0,38979,1e3,1030,0,68,55,44261.13,650.9,DEPUTADO FEDERAL,FEMININO,SUPERIOR COMPLETO,DIVORCIADO(A),SERVIDOR P<c3><9a>BLICO CIVIL APOSENTADO,7021,127611.06999999999
2006,10367,DARCI POMPEO DE MATTOS,RS,PDT,16,11,273464.6,17091.54,0,0,243464.6,3e4,0,237,224,251674.6,1061.92,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),ADVOGADO,106963,817245.26
2006,10367,LUIS CARLOS SIGMARINGA SEIXAS,DF,PT,65,65,629533,9685.12,0,66145,553320,10068,0,305,263,566516.55,1857.43,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),DEPUTADO,41722,1837823.1
2006,10368,IBRAHIM EL AMMAR,RS,PDT,22,18,170098.28,7731.74,0,10310,11e4,44933,4855.28,197,185,159429.46,809.29,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),M<c3><89>DICO,31443,508589.05000000005
2006,10368,JAIR DE FIGUEIREDO MONTE,RO,PSDC,3,3,2998.67,999.56,0,10,2950,38.67,0,18,16,2984.12,165.78,DEPUTADO FEDERAL,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),COMERCIANTE,2311,10186.8
2006,10368,PAULO VAL<c3><89>RIO SILVA LIMA,DF,PT,23,22,14746.9,641.17,0,11806.9,0,2940,0,28,26,14270.9,509.68,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PROFESSOR DE ENSINO M<c3><89>DIO,3463,45014.55
2006,10369,ALEXANDRE GON<c3><87>ALVES HAERTER,RS,PDT,2,2,250,125,0,250,0,0,0,13,12,237.96,18.3,DEPUTADO FEDERAL,MASCULINO,ENSINO M<c3><89>DIO COMPLETO,SOLTEIRO(A),PRODUTOR AGROPECU<c3><81>RIO,2497,910.26
2006,10369,DARCY HUMBERTO MICHILES,AM,PL,17,16,211e3,12411.76,0,131e3,74e3,6e3,0,72,71,207873.1,2887.13,DEPUTADO FEDERAL,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),DEPUTADO,71408,645347.99
2006,10370,JOS<c3><89> LINHARES PONTE,CE,PP,24,22,257095,10712.29,5195,94500,0,157400,0,504,456,245773.82,487.65,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),DEPUTADO,44647,772169.76
2006,10370,WOLMAR CASTILHOS SEBASTI<c3><83>O,RS,PDT,3,2,13e3,4333.33,0,0,0,13e3,0,28,25,12036.79,429.89,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),SERVIDOR P<c3><9a>BLICO ESTADUAL,2170,42858.01
2006,10371,EUG<c3><8a>NIO RABELO,CE,PP,26,26,122956.28,4729.09,1960,9150,111846.28,0,0,41,35,120653.76,2942.77,DEPUTADO FEDERAL,MASCULINO,ENSINO M<c3><89>DIO COMPLETO,CASADO(A),SERVIDOR P<c3><9a>BLICO MUNICIPAL,62129,374366.18
2006,10371,FL<c3><81>VIO PERCIO ZACHER,RS,PDT,26,24,90575.55,3483.68,0,45575.55,0,45e3,0,28,24,64184.07,2292.29,DEPUTADO FEDERAL,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),EMPRES<c3><81>RIO,32599,251213.14
2006,10371,WILMAR LACERDA,DF,PT,81,72,96455,1190.8,0,91455,2e3,3e3,0,154,122,77662.2,504.3,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PROFESSOR DE ENSINO M<c3><89>DIO,6566,272696.3
2006,10372,ALBERTO MAIOLI,RS,PDT,2,1,1e4,5e3,0,0,0,1e4,0,19,18,9982.96,525.42,DEPUTADO FEDERAL,MASCULINO,ENSINO M<c3><89>DIO COMPLETO,DIVORCIADO(A),AGRICULTOR,8323,35548.38
2006,10373,EDUARDO DUTRA BRAND<c3><83>O CAVALCANTI,DF,PV,9,9,36922.82,4102.54,0,67.24,36855.58,0,0,20,19,36907.82,1845.39,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),EMPRES<c3><81>RIO,6636,116758.39000000001
2006,10373,MARCOS VINICIO DE SOUZA WINK,RS,PDT,281,270,142994.37,508.88,0,122994.37,2e4,0,0,305,284,134869.03,442.19,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),OUTROS,9141,422948.83999999997
2006,10374,DIOGENES LUIS BASEGIO,RS,PDT,23,22,110238.93,4793,0,3e3,1e4,57238.93,4e4,112,91,88912.95,793.87,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),M<c3><89>DICO,52418,315225.68
2006,10375,CARLOS CARDINAL DE OLIVEIRA,RS,PDT,12,11,23515,1959.58,0,4e3,11e3,6015,2500,29,28,31512.08,1086.62,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),VETERIN<c3><81>RIO,19257,81668.28
2006,10375,JOSE DE AMORIM PEREIRA,RJ,PP,15,11,51763.18,3450.88,4900,4e3,0,42863.18,0,65,58,45235.48,695.93,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),ADVOGADO,20188,153057.65
2006,10376,FRANCISCO CARLOS BRAGAN<c3><87>A DE SOUZA,RS,PDT,3,3,21334,7111.33,0,3e3,2e3,16334,0,32,31,21283.97,665.12,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PROFESSOR DE ENSINO SUPERIOR,1537,71797.42
2006,10376,FREDO EBLING JUNIOR,DF,PC do B,28,28,123812.11,4421.86,0,80512.11,35e3,8300,0,50,49,122135.7,2442.71,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),ECONOMISTA,20716,376779.49
2006,10376,NILSON DA CRUZ ROL<c3><83>O,RJ,PP,2,2,1e3,500,0,0,0,0,1e3,2,2,1e3,500,DEPUTADO FEDERAL,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),EMPRES<c3><81>RIO,784,4008
2006,10377,JORGE COSTA JUNQUEIRA,RJ,PP,1,1,150,150,0,0,0,0,150,1,1,150,150,DEPUTADO FEDERAL,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,VI<c3><9a>VO(A),MOTORISTA DE VE<c3><8d>CULOS DE TRANSPORTE DE CARGA,394,754
2006,10378,PEDRO RODRIGUES DE CARVALHO,DF,PSB,2,2,7123.2,3561.6,0,0,0,1123.2,6e3,13,11,7093.19,545.63,DEPUTADO FEDERAL,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),MILITAR REFORMADO,991,25474.82
2006,10378,VINICIUS DE TOMASI RIBEIRO,RS,PDT,31,31,96655,3117.9,0,8e3,71720,16935,0,155,119,89044.52,574.48,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),ARQUITETO,31215,286382.9
2006,10379,ERIKSON LEIF DE SOUZA LINS MANHAES,PR,PSL,2,2,800,400,800,0,0,0,0,2,2,800,400,DEPUTADO FEDERAL,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),ARTISTA DE CIRCO,1147,3208
2006,10379,JORGE ANTONIO DE ANDRADE CABRAL,RS,PDT,2,2,240,120,0,240,0,0,0,1,1,240,240,DEPUTADO FEDERAL,MASCULINO,ENSINO M<c3><89>DIO COMPLETO,DIVORCIADO(A),SERVIDOR P<c3><9a>BLICO ESTADUAL,1203,1086
2006,10379,LUIZ ANTONIO SERRANO SANCHES DA SILVA,RJ,PP,1,1,600,600,600,0,0,0,0,1,1,600,600,DEPUTADO FEDERAL,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),EMPRES<c3><81>RIO,1802,3004
2006,10379,RODRIGO SOBRAL ROLLEMBERG,DF,PSB,43,36,286076,6652.93,0,185299,8500,15677,76600,204,171,255197.73,1250.97,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),SERVIDOR P<c3><9a>BLICO FEDERAL,55917,835707.63
2006,10381,ELIZEU LIBERATO,PR,PSL,28,25,48e3,1714.29,0,24400,3700,19900,0,62,62,47984,773.94,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),CONTADOR,11623,146649.22999999998
2006,10381,ENIO EGON BERGMANN BACCI,RS,PDT,27,21,129286.83,4788.4,0,500,105086.83,23700,0,95,83,126221,1328.64,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),ADVOGADO,61524,391137.7
2006,10382,CARLOS HENRIQUE FOCESI SAMPAIO,SP,PSDB,65,54,1507865.29,23197.93,4509.43,322200,1073609.7,38e3,69546.16,1531,1493,1469804.22,960.03,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),DEPUTADO,239781,4512835.76
2006,10382,JOS<c3><89> OTAVIO FRANCO DORNELLES,RS,PDT,3,2,890,296.67,0,340,0,550,0,5,5,890,178,DEPUTADO FEDERAL,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),SERVIDOR P<c3><9a>BLICO FEDERAL,1274,3159.67
2006,10383,MAURICIO RONI DE SOUZA PEREIRA,RS,PDT,4,4,2400,600,0,600,1750,50,0,11,11,2389.36,217.21,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),POLICIAL CIVIL,5370,8036.57
2006,10383,NICANOR ANTONIO LOPES,SP,PSDB,22,21,113093.59,5140.62,3661.22,0,89082.37,20350,0,175,156,105927.17,605.3,DEPUTADO FEDERAL,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),VEREADOR,17310,338234.27
2006,10384,VALDIR CAMPOS COSTA,SP,PSDB,13,12,10068.11,774.47,0,0,8125,0,1943.11,33,31,9120.53,276.38,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),OUTROS,2252,30396.600000000002
2006,10385,EDMAR DE OLIVEIRA E SILVA,PE,PRONA,2,2,1050,525,0,0,0,1050,0,7,6,1030.65,147.24,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),SERVIDOR P<c3><9a>BLICO ESTADUAL,31043,3819.8900000000003
2006,10385,ROBINSON FARINAZZO CASAL,SP,PSDB,3,3,1943.11,647.7,1943.11,0,0,0,0,3,3,1943.11,647.7,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),OUTROS,1044,7136.73
2006,10386,CARLOS ALBERTO ALMEIDA SANTOS,BA,PSL,1,1,49,49,0,0,0,49,0,3,2,24.8,8.27,DEPUTADO FEDERAL,MASCULINO,ENSINO M<c3><89>DIO COMPLETO,CASADO(A),POLICIAL MILITAR,1905,187.07
2006,10386,JO<c3><82>O JORD<c3><82>O GON<c3><87>ALVES DA SILVA,SP,PSDB,17,16,29408.06,1729.89,23736.61,4752.53,0,918.92,0,41,37,28199.06,687.78,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),M<c3><89>DICO,8896,89543.85
2006,10386,T<c3><82>NIA MARIA DE CASTRO,MG,PV,6,6,5113,852.17,5113,0,0,0,0,6,6,5113,852.17,DEPUTADO FEDERAL,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,DIVORCIADO(A),AGENTE DE VIAGEM,3615,17067.34
2006,10387,DARIO JORGE GIOLO SAADI,SP,PSDB,53,53,202211.89,3815.32,5581.62,132345.72,35858.2,28426.35,0,347,231,158535.18,456.87,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),M<c3><89>DICO,46600,567915.1499999999
2006,10388,VENICIO ROCHA,MG,PV,9,7,1689.52,187.72,1288,0,0,401.52,0,7,7,1689.52,241.36,DEPUTADO FEDERAL,MASCULINO,ENSINO M<c3><89>DIO COMPLETO,CASADO(A),APOSENTADO (EXCETO SERVIDOR P<c3><9a>BLICO),521,5527.639999999999
2006,10389,MARIA ANGELICA PELEGRINE,SP,PSDB,5,5,3543.11,708.62,3343.11,0,0,200,0,9,9,3526.14,391.79,DEPUTADO FEDERAL,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),SERVIDOR P<c3><9a>BLICO ESTADUAL,895,11740.77
2006,10390,JOS<c3><89> ALTAIR DUARTE,MG,PV,18,18,33043.12,1835.73,2600,3396.73,16450,10060.39,536,24,23,28911.56,1204.65,DEPUTADO FEDERAL,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),COMERCIANTE,4049,98121.18000000002
2006,10390,MARIA ASSUN<c3><87><c3><83>O DOS SANTOS,SP,PSDB,21,18,15559.41,740.92,5359.41,5e3,2e3,3200,0,63,52,13646.31,216.61,DEPUTADO FEDERAL,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),EMPRES<c3><81>RIO,1155,45876.659999999996
2006,10391,JOSE CARLOS STANGARLINI,SP,PSDB,44,44,466111.26,10593.44,59527.52,46559.47,353174,6850.27,0,151,121,462559.85,3063.31,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),ADVOGADO,82262,1408799.1199999999
2006,10391,SAULO RODRIGUES DA COSTA,MG,PV,8,7,4272,534,0,1500,0,1480,1292,18,15,4241.68,235.65,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BOMBEIRO MILITAR,2199,13603.33
2006,10392,RAUL CHRISTIANO DE OLIVEIRA SANCHEZ,SP,PSDB,154,149,176009.94,1142.92,10309.94,103200,41100,21400,0,197,178,289541.6,1469.75,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),JORNALISTA E REDATOR,33152,644852.1499999999
2006,10393,ALOISIO ANT<c3><94>NIO ALVES DE OLIVEIRA,MG,PV,9,9,5070,563.33,0,5070,0,0,0,24,22,4667.04,194.46,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),DETETIVE PARTICULAR,1050,15628.83
2006,10393,ANTONIO ADOLPHO LOBBE NETO,SP,PSDB,85,79,364628.88,4289.75,14579.14,36245.69,291440,22364.05,0,536,490,351515.7,655.81,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),DEPUTADO,117285,1086909.02
2006,10394,HELCIO VERRI,MG,PV,2,2,1192,596,1192,0,0,0,0,2,2,1192,596,DEPUTADO FEDERAL,MASCULINO,ENSINO M<c3><89>DIO COMPLETO,CASADO(A),EMPRES<c3><81>RIO,445,4776
2006,10394,WALTER BARELLI,SP,PSDB,83,80,562908.13,6782.03,4944.5,115750,270100,52500,119613.63,336,260,478149.36,1423.06,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),ECONOMISTA,27547,1612929.71
2006,10395,FABIANO BENEDITO DAQUINO,SP,PSDB,6,6,3343.11,557.18,1943.11,1e3,0,400,0,10,10,3343.11,334.31,DEPUTADO FEDERAL,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),OUTROS,5393,10952.82
2006,10395,JORGE CAPANEMA,MG,PV,22,19,13313.04,605.14,1292,9309.11,711.93,2e3,0,22,18,8713.04,396.05,DEPUTADO FEDERAL,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),EMPRES<c3><81>RIO,1228,36421.31
2006,10396,EMANUEL FERNANDES,SP,PSDB,390,373,342026.23,876.99,32366.26,58495.21,192397.23,0,58767.53,437,360,522819.31,1196.38,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),SERVIDOR P<c3><9a>BLICO FEDERAL,328486,1210505.14
2006,10396,F<c3><81>BIO AUGUSTO RAMALHO DOS SANTOS,MG,PV,46,46,294455.47,6401.21,20665.5,22700,172150,78939.97,0,792,752,285345.79,360.29,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),EMPRES<c3><81>RIO,61086,882654.2299999999
2006,10396,RUY IMBIRIBA CORREA,PA,PMDB,9,9,32060,3562.22,0,6700,2460,22900,0,34,31,31409.83,923.82,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),VEREADOR,22537,100098.87
2006,10397,ANA ISABEL MESQUITA DE OLIVEIRA,PA,PMDB,17,17,404350,23785.29,5e4,7200,71600,275550,0,96,90,395267.98,4117.37,DEPUTADO FEDERAL,FEMININO,SUPERIOR COMPLETO,DIVORCIADO(A),EMPRES<c3><81>RIO,44037,1232090.6400000001
2006,10397,CHANG SEON LIM,MG,PV,4,4,3936,984,0,2400,0,0,1536,6,6,3935.95,655.99,DEPUTADO FEDERAL,MASCULINO,ENSINO M<c3><89>DIO COMPLETO,CASADO(A),EMPRES<c3><81>RIO,5140,13467.939999999999
2006,10397,ROMUALDO GALV<c3><83>O DIAS,SP,PSDB,30,29,71390.78,2379.69,3465,10950,41497.67,13535,1943.11,40,34,65069.98,1626.75,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),ADVOGADO,11116,211990.98
2006,10398,ANN CL<c3><89>LIA DE BARROS PONTES,PA,PMDB,9,8,237639.82,26404.42,5e4,0,600,187039.82,0,83,68,206813.26,2491.73,DEPUTADO FEDERAL,FEMININO,SUPERIOR COMPLETO,CASADO(A),DEPUTADO,38577,711157.05
2006,10398,MARCO ANTONIO REIS CARVALHO,MG,PV,7,5,7810.8,1115.83,100,0,0,7710.8,0,31,30,7410.8,239.06,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,SEPARADO(A) JUDICIALMENTE,M<c3><89>DICO,8556,24460.289999999997
2006,10399,ASDRUBAL MENDES BENTES,PA,PMDB,58,55,313650,5407.76,5e4,140600,99050,24e3,0,107,74,210760.81,1969.73,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,SEPARADO(A) JUDICIALMENTE,DEPUTADO,42738,845732.3
2006,10399,EVANDRO MAGNUSSON FILHO,SP,PSDB,30,28,41480.5,1382.68,3473.26,13430,4127,20450.24,0,103,94,40405.5,392.29,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),VEREADOR,3866,125396.46999999999
2006,10399,NELSON MEURER,PR,PP,14,14,150006.73,10714.77,57606.73,7400,85e3,0,0,67,63,149961.63,2238.23,DEPUTADO FEDERAL,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),DEPUTADO,114141,463086.0900000001
2006,10399,SERGIO RICARDO MARCHESINI MARMELLO,TO,PSDC,4,4,6220,1555,6220,0,0,0,0,4,4,6220,1555,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),POLICIAL MILITAR,177,21786
2006,10400,ANDREA CARVALHO ALFAMA,AL,PC do B,5,5,2325,465,0,2325,0,0,0,16,14,2307.87,144.24,DEPUTADO FEDERAL,FEMININO,SUPERIOR INCOMPLETO,SOLTEIRO(A),"ESTUDANTE, BOLSISTA, ESTAGI<c3><81>RIO E ASSEMELHADOS",602,7607.11
2006,10400,AURINETE COELHO ABREU,TO,PSDC,4,4,6220,1555,6220,0,0,0,0,4,4,6220,1555,DEPUTADO FEDERAL,FEMININO,SUPERIOR INCOMPLETO,SOLTEIRO(A),POLICIAL MILITAR,182,21786
2006,10400,DILCEU JO<c3><83>O SPERAFICO,PR,PP,24,23,521710.98,21737.96,76160.98,3500,441500,550,0,942,667,485445.8,515.34,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),DEPUTADO,116632,1552777.06
2006,10400,JOSE FERNANDO APARECIDO DE OLIVEIRA,MG,PV,101,101,801668.14,7937.31,0,113584.14,430553,115e3,142531,226,176,648483.95,2869.4,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),EMPRES<c3><81>RIO,79883,2263230.94
2006,10400,MARCOS ROSA DE ARA<c3><9a>JO,SP,PSDB,1,1,350,350,0,350,0,0,0,1,1,350,350,DEPUTADO FEDERAL,MASCULINO,ENSINO M<c3><89>DIO COMPLETO,CASADO(A),OUTROS,3684,1754
2006,10401,CLAYTON BATSCHAUER,SC,PDT,8,7,20801.2,2600.15,1e4,1301.2,0,7e3,2500,17,16,20301.2,1194.19,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),VEREADOR,18882,65745.94
2006,10401,EDUARDO DE CAMARGO NETO,SP,PSDB,7,7,5148.11,735.44,2998.11,1950,200,0,0,10,10,5148.11,514.81,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),OUTROS,15924,16728.58
2006,10401,LUCINDO CARLI LOURES,PR,PP,1,1,800,800,0,0,800,0,0,1,1,800,800,DEPUTADO FEDERAL,MASCULINO,ENSINO M<c3><89>DIO COMPLETO,SOLTEIRO(A),REPRESENTANTE COMERCIAL,804,4004
2006,10401,WLADIMIR AFONSO DA COSTA RABELO,PA,PMDB,12,12,231220,19268.33,720,500,23e4,0,0,70,68,228463.57,3263.77,DEPUTADO FEDERAL,MASCULINO,ENSINO M<c3><89>DIO COMPLETO,CASADO(A),DEPUTADO,216972,713597.6699999999
2006,10402,ALDEBARO BARRETO DA ROCHA KLAUTAU,PA,PMDB,3,3,17e3,5666.67,0,1e4,0,7e3,0,31,28,15074.99,486.29,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),SERVIDOR P<c3><9a>BLICO CIVIL APOSENTADO,4958,55292.95
2006,10402,JOAQUIM WASHINGTON LUIZ DE OLIVEIRA,MA,PT,19,19,69420.64,3653.72,0,42300,25800,1320.64,0,28,25,51405.29,1835.9,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),SERVIDOR P<c3><9a>BLICO FEDERAL,62785,195827.19
2006,10402,JORGE ABDANUR ESTEPHAN,SP,PSDB,32,32,254760.28,7961.26,42915.04,87260,113600,10985.24,0,309,306,253860.28,821.55,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),ENGENHEIRO,13831,772842.65
2006,10402,JOSIAS CUSTODIO DA SILVA,RO,PTN,17,17,82564.04,4856.71,30625,12400,3e3,36539.04,0,65,49,71277.72,1096.58,DEPUTADO FEDERAL,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),COMERCIANTE,19189,242507.08999999997
2006,10402,KARUAN SCHITTINI DA SILVA,MG,PV,3,3,1559.32,519.77,1559.32,0,0,0,0,3,3,1559.32,519.77,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),POLICIAL MILITAR,616,5729.5
2006,10402,RODRIGO MINOTTO,SC,PDT,9,8,18200,2022.22,0,7100,2e3,9100,0,31,28,17594.57,567.57,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),ADVOGADO,6718,56660.36
2006,10403,JADER FONTENELLE BARBALHO,PA,PMDB,25,21,1960162,78406.48,672e3,22e3,1160162,106e3,0,99,95,1878713.1,18976.9,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),DEPUTADO,311526,5896660.48
2006,10403,JOSE DE DEUS FERREIRA DOS SANTOS,MA,PT,5,4,7e3,1400,0,0,0,7e3,0,39,31,6770,173.59,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),SERVIDOR P<c3><9a>BLICO FEDERAL,1592,22422.59
2006,10403,L<c3><89>LIS DA ROCHA,SP,PSDB,6,6,3593.11,598.85,1943.11,0,390,1260,0,6,6,3583.11,597.19,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),EMPRES<c3><81>RIO,5233,11989.37
2006,10403,MILTON ANTONIO OLIVEIRA DIGIACOMO,PR,PP,4,4,3310,827.5,2e3,0,1e3,310,0,28,24,3237.45,115.62,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),FISCAL,353,10860.57
2006,10403,THELMA PIMENTEL FIGUEIREDO DE OLIVEIRA,MT,PSDB,60,58,982468.08,16374.47,79731.5,92736.58,81e4,0,0,718,653,896454.38,1248.54,DEPUTADO FEDERAL,FEMININO,SUPERIOR COMPLETO,VI<c3><9a>VO(A),ENFERMEIRO,76770,2880502.55
2006,10404,AGOSTINHO HENRIQUE MILAGRES,SC,PDT,13,8,21478.42,1652.19,0,0,3400,18078.42,0,82,77,21015.56,256.29,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),OUTROS,1428,66060.88
2006,10404,HELENO DE SOUZA ARA<c3><9a>JO,MG,PV,3,3,13656,4552,100,0,0,13556,0,9,8,12989.5,1443.28,DEPUTADO FEDERAL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),M<c3><89>DICO,5800,46319.78
2006,10404,JOAO BATISTA PEREIRA DE SOUZA,SP,PSDB,9,9,11296.92,1255.21,5447.57,0,0,5849.35,0,16,16,11306.57,706.66,DEPUTADO FEDERAL,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,DIVORCIADO(A),COMERCIANTE,11357,35912.28
